-181.844, 65.256, 2.741,  8.101, -0.016,  0.416, 3.028
-181.839, 65.164, 2.750,  8.134, -0.015,  0.417, 3.038
-181.834, 65.072, 2.759,  8.167, -0.015,  0.418, 3.047
-181.828, 64.980, 2.767,  8.200, -0.014,  0.418, 3.056
-181.823, 64.888, 2.776,  8.233, -0.014,  0.419, 3.065
-181.818, 64.795, 2.785,  8.266, -0.014,  0.420, 3.075
-181.813, 64.702, 2.795,  8.299, -0.018,  0.421, 3.084
-181.808, 64.609, 2.804,  8.332, -0.017,  0.421, 3.093
-181.803, 64.516, 2.813,  8.365, -0.017,  0.422, 3.103
-181.798, 64.422, 2.822,  8.398, -0.016,  0.423, 3.112
-181.793, 64.328, 2.831,  8.431, -0.016,  0.424, 3.122
-181.788, 64.233, 2.840,  8.464, -0.015,  0.423, 3.130
-181.783, 64.138, 2.849,  8.497, -0.015,  0.425, 3.140
-181.778, 64.043, 2.858,  8.530, -0.014,  0.426, 3.150
-181.773, 63.948, 2.868,  8.563, -0.014,  0.426, 3.159
-181.768, 63.852, 2.877,  8.596, -0.013,  0.427, 3.169
-181.763, 63.756, 2.886,  8.629, -0.013,  0.429, 3.179
-181.759, 63.660, 2.895,  8.662, -0.016,  0.429, 3.188
-181.754, 63.563, 2.905,  8.695, -0.016,  0.430, 3.198
-181.749, 63.466, 2.914,  8.728, -0.015,  0.431, 3.208
-181.745, 63.369, 2.924,  8.761, -0.015,  0.432, 3.218
-181.740, 63.271, 2.933,  8.794, -0.014,  0.432, 3.226
-181.736, 63.173, 2.943,  8.827, -0.014,  0.433, 3.237
-181.731, 63.075, 2.952,  8.860, -0.014,  0.434, 3.247
-181.727, 62.977, 2.962,  8.893, -0.013,  0.435, 3.257
-181.722, 62.878, 2.972,  8.926, -0.013,  0.434, 3.266
-181.718, 62.779, 2.981,  8.959, -0.012,  0.435, 3.276
-181.713, 62.679, 2.991,  8.992, -0.012,  0.436, 3.286
-181.709, 62.579, 3.001,  9.025, -0.015,  0.437, 3.296
-181.704, 62.479, 3.010,  9.058, -0.014,  0.438, 3.307
-181.700, 62.378, 3.020,  9.091, -0.014,  0.439, 3.317
-181.696, 62.278, 3.030,  9.124, -0.014,  0.440, 3.327
-181.692, 62.176, 3.040,  9.157, -0.013,  0.440, 3.336
-181.688, 62.075, 3.050,  9.190, -0.013,  0.441, 3.346
-181.683, 61.973, 3.060,  9.223, -0.012,  0.442, 3.357
-181.679, 61.871, 3.070,  9.256, -0.012,  0.443, 3.367
-181.675, 61.768, 3.080,  9.289, -0.012,  0.443, 3.377
-181.671, 61.666, 3.090,  9.322, -0.011,  0.444, 3.388
-181.667, 61.562, 3.100,  9.355, -0.014,  0.445, 3.398
-181.663, 61.459, 3.110,  9.388, -0.013,  0.445, 3.408
-181.659, 61.355, 3.120,  9.421, -0.013,  0.447, 3.419
-181.655, 61.251, 3.130,  9.454, -0.012,  0.447, 3.429
-181.651, 61.146, 3.140,  9.487, -0.012,  0.448, 3.440
-181.647, 61.042, 3.150,  9.520, -0.012,  0.448, 3.450
-181.644, 60.936, 3.161,  9.553, -0.011,  0.449, 3.460
-181.640, 60.831, 3.171,  9.586, -0.011,  0.451, 3.471
-181.636, 60.725, 3.181,  9.619, -0.011,  0.451, 3.481
-181.632, 60.619, 3.192,  9.652, -0.010,  0.452, 3.492
-181.629, 60.512, 3.202,  9.685, -0.012,  0.453, 3.503
-181.625, 60.405, 3.212,  9.718, -0.012,  0.453, 3.513
-181.621, 60.298, 3.223,  9.751, -0.012,  0.454, 3.524
-181.618, 60.190, 3.233,  9.784, -0.011,  0.455, 3.535
-181.614, 60.082, 3.244,  9.817, -0.011,  0.456, 3.546
-181.611, 59.974, 3.255,  9.850, -0.011,  0.456, 3.556
-181.607, 59.865, 3.265,  9.883, -0.010,  0.457, 3.567
-181.604, 59.756, 3.276,  9.916, -0.010,  0.457, 3.578
-181.600, 59.647, 3.286,  9.949, -0.010,  0.458, 3.589
-181.597, 59.537, 3.297,  9.982, -0.009,  0.459, 3.600
-181.594, 59.427, 3.308, 10.015, -0.011,  0.460, 3.611
-181.590, 59.316, 3.318, 10.048, -0.011,  0.462, 3.623
-181.587, 59.205, 3.329, 10.081, -0.010,  0.462, 3.634
-181.584, 59.094, 3.340, 10.114, -0.010,  0.463, 3.645
-181.581, 58.983, 3.351, 10.147, -0.010,  0.464, 3.656
-181.578, 58.871, 3.362, 10.180, -0.010,  0.464, 3.667
-181.574, 58.758, 3.373, 10.213, -0.009,  0.464, 3.678
-181.571, 58.646, 3.384, 10.246, -0.009,  0.466, 3.690
-181.568, 58.533, 3.395, 10.279, -0.009,  0.466, 3.701
-181.565, 58.419, 3.406, 10.312, -0.010,  0.467, 3.712
-181.562, 58.306, 3.417, 10.345, -0.010,  0.468, 3.724
-181.559, 58.191, 3.429, 10.378, -0.009,  0.468, 3.735
-181.556, 58.077, 3.440, 10.411, -0.009,  0.469, 3.747
-181.553, 57.962, 3.451, 10.444, -0.009,  0.470, 3.758
-181.550, 57.847, 3.462, 10.477, -0.009,  0.470, 3.769
-181.548, 57.731, 3.474, 10.510, -0.008,  0.472, 3.781
-181.545, 57.615, 3.485, 10.543, -0.008,  0.473, 3.793
-181.542, 57.498, 3.496, 10.576, -0.008,  0.473, 3.804
